Material_ID,Material_Name,Category,Density_kg_m3,Tensile_Strength_MPa,CO2_Emission_kg,Cost_per_kg,Biodegradable,biodegradable_flag,category_encoded,Density_kg_m3_norm,Tensile_Strength_MPa_norm,CO2_Emission_kg_norm,Cost_per_kg_norm,co2_impact_index,cost_efficiency_index,material_suitability_score,sustainability_rank,eco_grade
143,Insulated Recycled Denim,Eco,149,2.98,0.714,2.54,Yes,1,0,0.011615989067304407,0.0037861977144125155,0.03939110695687007,0.08326029798422437,0.9744,0.0,0.5406,193,B
144,Woven Hemp Composite,Eco,1192,64.03,1.084,3.71,Yes,1,0,0.100700375811411,0.08845556418506602,0.06409400453999198,0.13453111305872043,0.9583,0.0,0.543,148,B
145,Reinforced Seaweed Film,Eco,1264,22.56,0.221,5.21,Yes,1,0,0.10685001708233687,0.030941417951847332,0.00647616504206169,0.2002629272567923,0.9958,0.0,0.544,132,B
146,UV-Stabilized PVC Film,Plastic,1289,49.07,2.974,2.5,No,0,4,0.10898530919029722,0.0677077554643293,0.1902790759781012,0.08150744960560913,0.5263,0.0,0.2868,445,D
147,UV-Stabilized PET Plastic,Plastic,1443,63.27,2.761,1.61,No,0,4,0.1221387085753331,0.08740153112171309,0.17605821872079047,0.042506573181419816,0.5356,0.0,0.2927,429,D
148,Laminated Teflon Coating,Plastic,2467,30.58,10.602,11.42,No,0,4,0.2096002733173898,0.04206424054144014,0.6995593537187875,0.47239263803680986,0.1953,0.0,0.1558,584,D
149,Industrial-Grade Polyurethane Foam,Plastic,32,0.58,3.182,1.8,No,0,4,0.0016228220020498803,0.00045767225119272163,0.20416611029509946,0.050832602979842254,0.5173,0.0,0.281,476,D
150,Insulated Sheep Wool,Eco,634,5.85,0.585,4.99,Yes,1,0,0.053040655961735565,0.007766559414179517,0.03077847509680865,0.19062226117440845,0.98,0.0,0.5392,219,B
151,Waterproof Plywood,Wood,727,40.68,0.671,3.05,Yes,1,5,0.060983942603348135,0.05607178519915677,0.03652022967018294,0.10560911481156879,0.9763,0.0,0.5468,72,B
152,Heavy-Duty Teflon Coating,Plastic,2924,35.78,9.815,11.45,No,0,4,0.24863341305090536,0.0492760457117497,0.6470156229136066,0.4737072743207712,0.2294,0.0,0.1653,581,D
153,Woven Bagasse (Sugarcane),Eco,136,26.82,0.34,2.01,Yes,1,0,0.010505637171165014,0.036849550649062465,0.014421151021498197,0.0600350569675723,0.9906,0.0,0.553,4,B
154,Single-Ply Hardboard,Wood,784,20.33,0.61,1.39,Yes,1,5,0.06585240860949777,0.02784866304227227,0.032447589798370945,0.03286590709903593,0.9789,0.0,0.5416,176,B
155,Heavy-Duty Hemp Composite,Eco,1443,70.61,1.211,4.1,Yes,1,0,0.1221387085753331,0.09758127149672695,0.07257310722392843,0.1516213847502191,0.9528,0.0,0.5408,188,B
156,Lightweight PVC Film,Plastic,1070,37.03,2.314,1.67,No,0,4,0.09028015032456439,0.05100965272384334,0.14621444785685672,0.04513584574934268,0.555,0.0,0.2954,412,D
157,Heavy-Duty Palm Leaf,Eco,618,19.98,0.457,1.6,Yes,1,0,0.051674069012640926,0.027363253078886055,0.022232607824809722,0.042068361086765996,0.9855,0.0,0.5452,114,B
158,Double-Wall Polycarbonate,Plastic,1741,113.19,5.147,4.33,No,0,4,0.1475913905022207,0.15663486075668479,0.33535852583789555,0.1617002629272568,0.432,0.0,0.2678,525,D
159,Insulated Molded Pulp,Paper,152,1.22,0.853,1.62,Yes,1,3,0.01187222412025965,0.0013452790413846667,0.048671384697556414,0.04294478527607362,0.9684,0.0,0.538,234,B
160,Lightweight HDPE Container,Plastic,732,19.26,1.646,1.13,No,0,4,0.06141100102494021,0.026364695439920118,0.10161570303111228,0.02147239263803681,0.5839,0.0,0.3035,381,C
161,Fire-Retardant Bubble Wrap (LDPE),Plastic,1030,11.19,3.835,3.36,No,0,4,0.08686368295182781,0.01517252856984356,0.24776338629990652,0.119193689745837,0.489,0.0,0.2655,531,D
162,Heavy-Duty Styrofoam (EPS),Plastic,33,0.58,4.07,2.16,No,0,4,0.0017082336863682953,0.00045767225119272163,0.26345306449459205,0.0666082383873795,0.4788,0.0,0.2675,526,D
163,Reinforced Plywood,Wood,751,57.76,0.635,3.13,Yes,1,5,0.0630338230269901,0.0797597914124043,0.03411670449993324,0.10911481156879929,0.9778,0.0,0.5519,9,B
164,Double-Wall Molded Pulp,Paper,452,3.61,0.984,1.61,Yes,1,3,0.03749572941578408,0.004659935648507711,0.057417545733742824,0.042506573181419816,0.9627,0.0,0.5341,271,B
165,UV-Stabilized Aluminum Foil,Metal,2832,51.91,15.102,5.87,No,0,2,0.2407755380936112,0.07164651059580605,1.0,0.22918492550394395,0.0,0.0,0.0903,599,D
166,Insulated Bubble Wrap (LDPE),Plastic,472,6.16,3.57,3.61,No,0,4,0.03920396310215237,0.008196493953178743,0.2300707704633462,0.1301489921121823,0.5005,0.0,0.2729,509,D
167,Waterproof Polycarbonate,Plastic,1254,61.76,3.972,3.19,No,0,4,0.10599590023915272,0.08530733385110396,0.25691013486446784,0.11174408413672218,0.483,0.0,0.2755,500,D
168,Fire-Retardant Tin Plate,Metal,9049,230.54,10.898,2.83,No,0,2,0.7717799795011958,0.31938588705203597,0.719321671785285,0.09596844872918493,0.1824,0.0,0.1505,585,D
169,Fire-Retardant Hardboard,Wood,952,31.72,0.875,2.6,Yes,1,5,0.08020157157499146,0.04364529013646954,0.05014020563493123,0.08588957055214724,0.9674,0.0,0.5393,217,B
170,Waterproof Tin Plate,Metal,8682,201.08,8.847,2.17,No,0,2,0.7404338913563375,0.27852823699101303,0.5823875016691147,0.06704645048203331,0.2714,0.0,0.1767,576,D
171,Single-Ply HDPE Container,Plastic,865,17.71,1.73,1.05,No,0,4,0.07277075503928937,0.024215022744924,0.10722392842836158,0.017966695880806315,0.5803,0.0001,0.3007,388,C
172,UV-Stabilized Plywood,Wood,670,45.37,0.742,3.61,Yes,1,5,0.056115476597198496,0.06257627870853212,0.04126051542261984,0.1301489921121823,0.9732,0.0,0.5475,58,B
173,Commercial-Grade PVC Film,Plastic,1255,43.45,2.414,1.83,No,0,4,0.10608131192347113,0.05991345833795629,0.1528909066631059,0.052147239263803685,0.5506,0.0,0.2941,420,D
174,Waterproof Jute Burlap,Eco,1458,30.59,0.561,1.47,Yes,1,0,0.12341988384010932,0.04207810939753689,0.029176124983308856,0.036371603856266435,0.981,0.0,0.5394,215,B
175,UV-Stabilized Jute Burlap,Eco,1283,32.58,0.592,1.66,Yes,1,0,0.10847283908438674,0.04483801176078997,0.03124582721324609,0.04469763365468887,0.9797,0.0,0.541,183,B
176,Double-Wall Corrugated Cardboard,Paper,924,11.09,1.294,1.31,Yes,1,3,0.07781004441407584,0.01503384000887607,0.07811456803311523,0.029360210341805436,0.9492,0.0,0.5274,322,B
177,Laminated Cotton Canvas,Eco,1672,48.64,1.976,3.12,Yes,1,0,0.1416979842842501,0.06711139465216909,0.12364801709173454,0.10867659947414549,0.9196,0.0,0.5211,336,B
178,Commercial-Grade Bubble Wrap (LDPE),Plastic,889,9.67,2.803,2.23,No,0,4,0.07482063546293133,0.01306446244313769,0.17886233141941513,0.06967572304995619,0.5337,0.0,0.2819,469,D
179,Recycled Sheep Wool,Eco,1249,8.65,0.288,2.77,Yes,1,0,0.10556884181756064,0.01164983912126928,0.01094939244224863,0.09333917616126206,0.9929,0.0,0.5393,218,B
180,Recycled Steel Strap,Metal,7882,363.79,1.213,1.09,No,0,2,0.6721045439016058,0.5041883945412182,0.07270663640005341,0.019719544259421566,0.6027,0.0,0.3446,344,C
181,Waterproof Bubble Wrap (LDPE),Plastic,1061,10.48,3.343,2.77,No,0,4,0.08951144516569866,0.014187839786974372,0.2149152089731606,0.09333917616126206,0.5103,0.0,0.2725,512,D
182,UV-Stabilized Teflon Coating,Plastic,2168,27.1,9.462,11.04,No,0,4,0.1840621797061838,0.037237878619771445,0.623447723327547,0.45574057843996496,0.2448,0.0,0.1747,578,D
183,Food-Grade Sheep Wool,Eco,1304,10.03,0.501,4.81,Yes,1,0,0.11026648445507345,0.01356374126262066,0.025170249699559354,0.18273444347063977,0.9836,0.0,0.5359,252,B
184,Woven Sheep Wool,Eco,1447,13.16,0.557,4.21,Yes,1,0,0.12248035531260676,0.017904693220903142,0.02890906663105889,0.15644171779141106,0.9812,0.0,0.5348,264,B
185,Recycled Borosilicate Glass,Glass,2209,53.5,0.654,2.68,No,0,1,0.1875640587632388,0.07385165871518917,0.035385231673120576,0.08939526730937775,0.627,0.0,0.3155,353,C
186,Fire-Retardant PVC Film,Plastic,1499,51.89,3.407,2.83,No,0,4,0.12692176289716434,0.07161877288361256,0.21918814260916009,0.09596844872918493,0.5075,0.0,0.2793,483,D
187,Heavy-Duty Cornstarch Foam,Eco,52,0.7,1.448,2.81,Yes,1,0,0.003331055688418176,0.0006240985243537113,0.08839631459473894,0.0950920245398773,0.9425,0.0,0.5297,308,B
188,Fire-Retardant Kraft Paper,Paper,894,55.86,1.056,1.68,Yes,1,3,0.0752476938845234,0.07712470875402197,0.062224596074242224,0.0455740578439965,0.9596,0.0,0.5438,139,B
189,Industrial-Grade Polypropylene (PP),Plastic,980,41.36,2.275,1.52,No,0,4,0.08259309873590708,0.057014867413735716,0.14361062892241952,0.03856266432953549,0.5567,0.0,0.298,402,D
190,Food-Grade Bamboo Sheet,Wood,698,44.87,0.598,3.14,Yes,1,5,0.05850700375811411,0.06188283590369466,0.03164641474162104,0.10955302366345313,0.9794,0.0,0.5493,35,B
191,UV-Stabilized Tissue Paper,Paper,245,1.08,0.942,2.06,Yes,1,3,0.019815510761872226,0.0011511150560301788,0.05461343303511817,0.062226117440841375,0.9645,0.0,0.5358,253,B
192,UV-Stabilized Steel Strap,Metal,7715,435.23,2.374,1.66,No,0,2,0.6578407926204305,0.6032675024963942,0.1502203231406062,0.04469763365468887,0.5524,0.0,0.3482,343,C
193,Woven PVC Film,Plastic,1373,56.16,2.64,2.25,No,0,4,0.11615989067304407,0.07754077443692443,0.16797970356522898,0.07055214723926381,0.5408,0.0,0.2932,426,D
194,Perforated Hardboard,Wood,812,24.07,0.702,1.99,Yes,1,5,0.06824393577041339,0.03303561522245645,0.038589931900120174,0.05915863277826469,0.9749,0.0,0.541,184,B
195,Fire-Retardant Cork Sheet,Wood,270,5.62,0.398,6.13,Yes,1,5,0.021950802869832593,0.0074475757239542886,0.01829349712912271,0.24057843996494302,0.9881,0.0,0.5451,115,B
196,Waterproof Cornstarch Foam,Eco,45,0.51,1.357,2.47,Yes,1,0,0.0027331738981892723,0.0003605902585154777,0.0823207370810522,0.0801928133216477,0.9465,0.0,0.5311,295,B
197,Commercial-Grade PLA Bioplastic,Eco,1228,59.4,1.782,2.91,Yes,1,0,0.10377519644687393,0.08203428381227117,0.11069568700761115,0.09947414548641545,0.928,0.0,0.5308,298,B
198,Industrial-Grade Pine Wood Crate,Wood,567,43.32,0.567,2.27,Yes,1,5,0.04731807311240177,0.05973316320869855,0.029576712511683798,0.07142857142857144,0.9808,0.0,0.5505,25,B
199,Food-Grade Polyurethane Foam,Plastic,31,0.52,3.137,2.67,No,0,4,0.0015374103177314654,0.00037445911461222683,0.20116170383228735,0.08895705521472393,0.5192,0.0,0.2816,472,D
200,Anti-Static Pine Wood Crate,Wood,509,35.65,0.56,2.85,Yes,1,5,0.04236419542193372,0.04909575058249195,0.029109360395246364,0.09684487291849256,0.9811,0.0,0.549,40,B
201,Single-Ply Bagasse (Sugarcane),Eco,108,13.95,0.269,1.2,Yes,1,0,0.008114110010249401,0.019000332852546323,0.00968086526906129,0.0245398773006135,0.9937,0.0,0.5508,23,B
202,Industrial-Grade Mushroom Mycelium,Eco,167,0.97,0.555,3.89,Yes,1,0,0.013153399385035873,0.000998557638965938,0.028775537454933907,0.14241893076248907,0.9813,0.0,0.5423,161,B
203,Waterproof Aluminum Foil,Metal,2832,42.9,12.585,4.58,No,0,2,0.2407755380936112,0.05915067125263508,0.8319535318467085,0.17265556529360213,0.1092,0.0,0.126,592,D
204,Anti-Static Balsa Wood,Wood,157,9.8,0.431,4.8,Yes,1,5,0.012299282541851725,0.01324475757239543,0.020496728535184937,0.182296231375986,0.9867,0.0,0.5468,73,B
205,Industrial-Grade Aluminum Foil,Metal,2977,54.13,13.232,4.41,No,0,2,0.25316023231978135,0.07472539664928438,0.8751502203231405,0.1652059596844873,0.0812,0.0,0.118,594,D
206,Heavy-Duty Nylon Fabric,Plastic,1562,87.76,6.269,4.39,No,0,4,0.13230269900922445,0.12136635970265174,0.4102683936440112,0.16432953549517967,0.3833,0.0,0.2452,549,D
207,Reinforced Balsa Wood,Wood,183,14.27,0.418,4.33,Yes,1,5,0.014519986334130508,0.019444136247642296,0.01962878889037254,0.1617002629272568,0.9872,0.0,0.548,51,B
208,Medical-Grade Teflon Coating,Plastic,2150,29.32,9.383,23.46,No,0,4,0.18252476938845233,0.04031676467324975,0.6181733208706102,1.0,0.2482,0.0,0.1767,577,D
209,Laminated Styrofoam (EPS),Plastic,28,0.49,4.382,2.14,No,0,4,0.0012811752647762214,0.00033285254632197937,0.28428361597008944,0.06573181419807188,0.4652,0.0,0.2628,536,D
210,Laminated Cork Sheet,Wood,256,5.81,0.378,5.43,Yes,1,5,0.020755039289374787,0.007711083989792522,0.016958205367872882,0.20990359333917616,0.989,0.0,0.5456,105,B
211,Perforated Acrylic Sheet,Plastic,1060,55.91,3.494,2.75,No,0,4,0.08942603348138026,0.07719405303450572,0.22499666177059688,0.09246275197195443,0.5038,0.0,0.2828,462,D
212,Industrial-Grade PET Plastic,Plastic,1592,69.23,2.539,1.27,No,0,4,0.1348650495387769,0.09566736935537558,0.16123648017091735,0.027607361963190184,0.5452,0.0,0.2965,407,D
213,Insulated Cork Sheet,Wood,115,2.87,0.345,6.13,Yes,1,5,0.008711991800478304,0.0036336402973482754,0.014754973961810651,0.24057843996494302,0.9904,0.0,0.5465,84,B
214,Medical-Grade Seaweed Film,Eco,1089,18.66,0.249,12.44,Yes,1,0,0.09190297232661428,0.02553256407411517,0.008345573507811456,0.5170902716914987,0.9946,0.0,0.544,133,B
215,Heavy-Duty Acrylic Sheet,Plastic,1589,101.54,4.352,3.63,No,0,4,0.13460881448582165,0.14047764340397206,0.28228067832821474,0.13102541630148992,0.4665,0.0,0.2779,492,D
216,Perforated Recycled Denim,Eco,258,3.82,0.573,1.68,Yes,1,0,0.020925862658011617,0.0049511816265394425,0.029977300040058746,0.0455740578439965,0.9805,0.0,0.5421,165,B
217,Fire-Retardant Styrofoam (EPS),Plastic,27,0.43,4.211,2.21,No,0,4,0.0011957635804578065,0.00024963940974148457,0.27286687141140337,0.06879929886064856,0.4726,0.0,0.2653,532,D
218,Heavy-Duty Bubble Wrap (LDPE),Plastic,1225,14.34,3.565,3.15,No,0,4,0.10351896139391868,0.01954121824031954,0.22973694752303375,0.10999123575810693,0.5007,0.0,0.2688,523,D
219,Waterproof Borosilicate Glass,Glass,2532,61.93,1.249,3.72,No,0,1,0.21515203279808678,0.0855431044047487,0.0751101615703031,0.13496932515337426,0.6012,0.0,0.306,376,C
220,Laminated Nylon Fabric,Plastic,1316,74.88,6.76,4.37,No,0,4,0.11129142466689443,0.10350327305003883,0.4430498063826946,0.16345311130587206,0.362,0.0,0.2363,551,D
221,Standard Cotton Canvas,Eco,1469,39.16,1.469,2.15,Yes,1,0,0.12435941236761189,0.0539637190724509,0.08979837094405127,0.06617002629272568,0.9416,0.0,0.5279,319,B
222,Medical-Grade Aluminum Foil,Metal,2830,56.61,15.096,12.58,No,0,2,0.24060471472497438,0.07816487296127815,0.999599412471625,0.523225241016652,0.0003,0.0,0.0917,598,D
223,Recycled Balsa Wood,Wood,156,8.76,0.234,3.06,Yes,1,5,0.01221387085753331,0.01180239653833352,0.0073441046868740825,0.10604732690622262,0.9952,0.0,0.5495,32,B
224,Heavy-Duty ABS Plastic,Plastic,1302,53.92,3.582,2.7,No,0,4,0.11009566108643662,0.07443415067125264,0.2308719455200961,0.09027169149868537,0.4999,0.0,0.2788,486,D
225,Industrial-Grade Seaweed Film,Eco,1126,17.55,0.215,4.29,Yes,1,0,0.09506320464639563,0.023993121047376016,0.006075577513686739,0.15994741454864156,0.9961,0.0,0.5439,136,B
226,Laminated Bubble Wrap (LDPE),Plastic,1003,11.89,3.736,3.05,No,0,4,0.0845575674752306,0.016143348496616,0.24115369208171986,0.10560911481156879,0.4933,0.0,0.2674,527,D
227,Single-Ply Wax Paper,Paper,786,10.18,0.96,0.93,Yes,1,3,0.0660232319781346,0.013771774104071897,0.055815195620243015,0.012708150744960567,0.9637,0.0001,0.5335,278,B
228,Laminated Molded Pulp,Paper,319,2.32,0.88,1.35,Yes,1,3,0.02613597540143492,0.002870853212027072,0.05047402857524369,0.031113058720420687,0.9672,0.0,0.5365,244,B
229,Food-Grade PLA Bioplastic,Eco,1196,57.88,1.736,4.05,Yes,1,0,0.10104202254868466,0.0799262176855653,0.10762451595673654,0.14943032427695005,0.93,0.0,0.5314,291,B
230,Food-Grade Polypropylene (PP),Plastic,933,36.07,2.164,2.16,No,0,4,0.07857874957294157,0.04967824253855542,0.13619975964748296,0.0666082383873795,0.5615,0.0,0.2986,400,D
231,Single-Ply Plywood,Wood,602,28.83,0.556,2.06,Yes,1,5,0.050307482063546294,0.03963719072450904,0.0288423020429964,0.062226117440841375,0.9813,0.0,0.5464,87,B
232,Anti-Static Sheep Wool,Eco,1360,10.46,0.575,4.69,Yes,1,0,0.11504953877690467,0.014160102074780875,0.030110829216183736,0.17747589833479407,0.9804,0.0,0.5345,266,B
233,Double-Wall Palm Leaf,Eco,721,25.95,0.538,1.85,Yes,1,0,0.060471472497437645,0.03564296016864529,0.027640539457871545,0.05302366345311131,0.982,0.0,0.5448,120,B
234,Industrial-Grade Bamboo Sheet,Wood,786,55.11,0.674,2.36,Yes,1,5,0.0660232319781346,0.07608454454676579,0.03672052343437041,0.07537248028045575,0.9761,0.0,0.5502,27,B
235,Industrial-Grade Sheep Wool,Eco,1459,12.25,0.561,3.59,Yes,1,0,0.12350529552442774,0.01664262731609897,0.029176124983308856,0.12927256792287467,0.981,0.0,0.5343,269,B
236,Insulated Polypropylene (PP),Plastic,465,21.58,2.59,2.3,No,0,4,0.03860608131192347,0.029582270054365915,0.1646414741621044,0.07274320771253287,0.543,0.0,0.2921,430,D
237,Reinforced Jute Burlap,Eco,1589,45.83,0.56,1.59,Yes,1,0,0.13460881448582165,0.06321424608898257,0.029109360395246364,0.04163014899211219,0.9811,0.0,0.5426,155,B
238,Lightweight Styrofoam (EPS),Plastic,19,0.31,2.859,1.3,No,0,4,0.0005124701059104884,8.321313658049486e-05,0.18260114835091465,0.028921998247151623,0.5313,0.0,0.2859,448,D
239,Double-Wall Steel Strap,Metal,11721,721.29,2.805,1.92,No,0,2,0.9999999999999999,0.9999999999999999,0.17899586059554012,0.056091148115687994,0.5337,0.0,0.3868,338,C
240,Food-Grade Corrugated Cardboard,Paper,579,5.79,0.869,1.16,Yes,1,3,0.04834301332422275,0.007683346277599023,0.049739618106556284,0.02278702892199825,0.9677,0.0,0.5354,256,B
241,Woven Polypropylene (PP),Plastic,1007,46.01,2.336,1.84,No,0,4,0.08489921421250426,0.06346388549872406,0.14768326879423152,0.052585451358457505,0.554,0.0,0.2981,401,D
242,Fire-Retardant Bamboo Sheet,Wood,770,49.53,0.78,3.15,Yes,1,5,0.06465664502903996,0.06834572284477977,0.04379756976899453,0.10999123575810693,0.9715,0.0,0.5472,63,B
243,Waterproof PLA Bioplastic,Eco,1331,58.56,1.932,3.28,Yes,1,0,0.11257259993167065,0.08086929990014424,0.12071037521698488,0.11568799298860649,0.9215,0.0,0.5274,323,B
244,Recycled Polyurethane Foam,Plastic,30,0.45,1.786,1.52,No,0,4,0.0014519986334130509,0.0002773771219349829,0.11096274535986111,0.03856266432953549,0.5779,0.0,0.3022,384,C
245,Standard Glass Jar,Glass,2449,48.99,0.784,1.47,No,0,1,0.20806286299965834,0.06759680461555531,0.044064628121244495,0.036371603856266435,0.6214,0.0,0.3102,363,C
246,UV-Stabilized Tin Plate,Metal,8236,230.81,10.072,2.64,No,0,2,0.7023402801503246,0.3197603461666482,0.6641741220456668,0.0876424189307625,0.2183,0.0,0.1701,579,D
247,Insulated Palm Leaf,Eco,239,8.61,0.459,1.84,Yes,1,0,0.019303040655961737,0.011594363696882281,0.022366137000934705,0.052585451358457505,0.9855,0.0,0.5453,113,B
248,Standard Corrugated Cardboard,Paper,591,5.91,0.886,0.79,Yes,1,3,0.04936795353604373,0.007849772550760014,0.05087461610361864,0.006573181419807186,0.9669,0.0002,0.5351,261,B
249,Recycled Bubble Wrap (LDPE),Plastic,928,9.08,1.756,2.0,No,0,4,0.0781516911513495,0.012246199933429493,0.10895980771798637,0.0595968448729185,0.5792,0.0,0.2974,404,D
250,Insulated Aluminum Foil,Metal,1343,26.86,14.326,6.37,No,0,2,0.11359754014349163,0.03690502607344946,0.9481906796635065,0.25109553023663456,0.0337,0.0,0.1078,596,D
251,Perforated Cornstarch Foam,Eco,36,0.4,1.206,2.21,Yes,1,0,0.0019644687393235395,0.00020803284145123711,0.07223928428361595,0.06879929886064856,0.953,0.0,0.5334,279,B
252,Heavy-Duty Recycled Denim,Eco,374,6.71,0.69,2.15,Yes,1,0,0.03083361803894773,0.008959281038499946,0.03778875684337027,0.06617002629272568,0.9754,0.0,0.5401,204,B
253,Lightweight Mushroom Mycelium,Eco,124,0.66,0.465,3.26,Yes,1,0,0.009480696959344037,0.0005686230999667149,0.022766724529309654,0.11481156879929885,0.9852,0.0,0.544,134,B
254,Anti-Static Polypropylene (PP),Plastic,925,35.77,2.361,2.0,No,0,4,0.07789545609839425,0.04926217685565295,0.14935238349579383,0.0595968448729185,0.5529,0.0,0.2956,410,D
255,Commercial-Grade Seaweed Film,Eco,1057,15.1,0.201,4.23,Yes,1,0,0.08916979842842501,0.020595251303672475,0.005140873280811857,0.1573181419807187,0.9967,0.0,0.544,135,B
256,Single-Ply Nylon Fabric,Plastic,1082,43.91,4.705,2.51,No,0,4,0.09130509053638537,0.06055142571840674,0.3058485779142743,0.08194566170026292,0.4512,0.0,0.2609,539,D
257,Food-Grade Bubble Wrap (LDPE),Plastic,888,9.65,2.798,3.18,No,0,4,0.07473522377861291,0.013036724730944194,0.17852850847910268,0.11130587204206838,0.534,0.0,0.282,466,D
258,Reinforced Nylon Fabric,Plastic,1447,94.35,5.766,4.09,No,0,4,0.12248035531260676,0.1305059358704094,0.3766858058485779,0.1511831726555653,0.4052,0.0,0.2557,545,D
259,Anti-Static Wax Paper,Paper,883,14.72,1.188,1.65,Yes,1,3,0.07430816535702084,0.02006823477199601,0.0710375216984911,0.04425942156003505,0.9538,0.0,0.5304,303,B
260,Fire-Retardant Polypropylene (PP),Plastic,993,38.42,2.724,2.1,No,0,4,0.08370345063204646,0.05293742372129147,0.1735879289624783,0.06397896581945663,0.5372,0.0,0.2902,435,D
261,Anti-Static Bagasse (Sugarcane),Eco,119,19.87,0.328,2.09,Yes,1,0,0.009053638537751964,0.027210695661821816,0.013619975964748296,0.0635407537248028,0.9911,0.0,0.5514,17,B
262,Industrial-Grade PLA Bioplastic,Eco,1385,73.08,2.01,3.13,Yes,1,0,0.11718483088486505,0.10100687895262399,0.12591801308585923,0.10911481156879929,0.9182,0.0,0.5299,306,B
263,Insulated Styrofoam (EPS),Plastic,13,0.25,4.103,2.49,No,0,4,0.0,0.0,0.26565629590065426,0.08106923751095532,0.4773,0.0,0.2671,528,D
264,Heavy-Duty Bagasse (Sugarcane),Eco,156,27.97,0.36,2.1,Yes,1,0,0.01221387085753331,0.038444469100188616,0.01575644278274803,0.06397896581945663,0.9898,0.0,0.5529,5,B
265,Double-Wall Glass Jar,Glass,3716,89.19,1.11,2.38,No,0,1,0.31627946703108983,0.12334960612448685,0.06582988382961677,0.07624890446976337,0.6072,0.0,0.3056,378,C
266,Reinforced Recycled Denim,Eco,364,7.59,0.668,2.1,Yes,1,0,0.02997950119576358,0.01017974037501387,0.036319935905995464,0.06397896581945663,0.9764,0.0,0.5408,189,B
267,Single-Ply Palm Leaf,Eco,453,10.56,0.362,0.97,Yes,1,0,0.037581141100102494,0.014298790635748366,0.01588997195887301,0.014460999123575811,0.9897,0.0001,0.5455,110,B
268,Standard Steel Strap,Metal,7967,408.56,2.043,1.23,No,0,2,0.679364537068671,0.5662792632863641,0.12812124449192147,0.02585451358457494,0.5667,0.0,0.3437,346,C
269,Single-Ply Balsa Wood,Wood,139,6.76,0.348,2.7,Yes,1,5,0.01076187222412026,0.00902862531898369,0.01495526772599813,0.09027169149868537,0.9903,0.0,0.5473,61,B
270,Woven Molded Pulp,Paper,319,2.51,0.744,1.26,Yes,1,3,0.02613597540143492,0.0031343614778653055,0.04139404459874482,0.02716914986853637,0.9731,0.0,0.5386,227,B
271,Insulated Tin Plate,Metal,3761,114.99,9.199,2.76,No,0,2,0.3201229928254185,0.15913125485409962,0.6058886366671117,0.09290096406660824,0.2562,0.0,0.1895,567,D
272,Reinforced Cornstarch Foam,Eco,49,0.76,1.341,2.64,Yes,1,0,0.0030748206354629312,0.0007073116609342062,0.08125250367205233,0.0876424189307625,0.9472,0.0,0.5314,292,B
273,UV-Stabilized PLA Bioplastic,Eco,1179,62.75,2.054,3.73,Yes,1,0,0.09959002391527161,0.08668035060468213,0.12885565496060886,0.13540753724802806,0.9162,0.0,0.528,317,B
274,UV-Stabilized Mushroom Mycelium,Eco,154,0.9,0.617,5.04,Yes,1,0,0.01204304748889648,0.0009014756462886943,0.032914941914808385,0.19281332164767748,0.9786,0.0,0.5415,180,B
275,Food-Grade Pine Wood Crate,Wood,521,36.48,0.521,3.13,Yes,1,5,0.0433891356337547,0.05024686563852213,0.02650554146080919,0.10911481156879929,0.9828,0.0,0.5497,30,B
276,Commercial-Grade Cotton Canvas,Eco,1466,39.09,1.466,2.26,Yes,1,0,0.12410317731465664,0.05386663707977366,0.08959807717986379,0.07099035933391762,0.9418,0.0,0.528,318,B
277,Anti-Static Seaweed Film,Eco,1005,14.35,0.211,5.36,Yes,1,0,0.08472839084386743,0.01955508709641629,0.0058085191614367735,0.2068361086765995,0.9962,0.0,0.5441,129,B
278,Insulated Bamboo Sheet,Wood,351,27.07,0.722,3.37,Yes,1,5,0.02886914929962419,0.0371962720514812,0.03992522366137001,0.1196319018404908,0.974,0.0,0.5455,111,B
279,Double-Wall Acrylic Sheet,Plastic,1843,131.21,5.103,4.17,No,0,4,0.156303382302699,0.18162653944302676,0.3324208839631459,0.1546888694127958,0.4339,0.0,0.2726,511,D
280,Waterproof HDPE Container,Plastic,1050,25.13,2.101,1.57,No,0,4,0.08857191663819611,0.03450571396871186,0.131993590599546,0.040753724802804564,0.5642,0.0,0.2955,411,D
281,Insulated Bagasse (Sugarcane),Eco,62,12.46,0.374,2.49,Yes,1,0,0.004185172531602323,0.016933873294130704,0.01669114701562291,0.08106923751095532,0.9892,0.0,0.5492,37,B
282,Fire-Retardant Palm Leaf,Eco,575,17.24,0.543,1.88,Yes,1,0,0.04800136658694909,0.02356318650837679,0.027974362398184002,0.05433829973707274,0.9818,0.0,0.5435,141,B
283,Commercial-Grade Corrugated Cardboard,Paper,581,5.81,0.871,0.81,Yes,1,3,0.04851383669285958,0.007711083989792522,0.04987314728268127,0.007449605609114812,0.9676,0.0001,0.5354,257,B
284,Industrial-Grade Cork Sheet,Wood,255,5.78,0.318,4.24,Yes,1,5,0.020669627605056373,0.007669477421502274,0.012952330084123382,0.1577563540753725,0.9916,0.0,0.5465,85,B
285,Perforated Polyurethane Foam,Plastic,26,0.39,2.923,1.82,No,0,4,0.001110351896139392,0.00019416398535448796,0.18687408198691413,0.05170902716914988,0.5285,0.0,0.2849,454,D
